city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Wellesley	United States	In the Lafayette Lounge objects have been known to move of their own accord. Hotel and restaurant staff have reported mysterious goings on with the small elevator in the lobby, among other happenings elsewhere in the building. Sense of being watched. Sometimes the scent of rosewater perfume can be detected.	Wellesley Inn on the Square, Route 16	Massachusetts	MA			-71.29238769999999	42.296797	2025/01/01
West Roxbury	United States	November 2005 removal: This has been removed as it is a private residence.	Lagrange St.	Massachusetts	MA	-71.1657354	42.2879209	-71.1626756	42.2797554	2005/11/01
West Springfield	United States	IT is rumored that years ago that there was a fire that had killed several people. There are numerous cold spots, Feeling of some one watching you and the feeling that someone or something brushes against you	Springfield Country club	Massachusetts	MA	-72.630089	42.123449	-72.6203675	42.1070383	2025/01/01
West Springfield	United States	Restaurant haunted by the ghost of the original owner Vincent. Some people have reported strange happenings with the electrical equipment and lighting as well as strange odors in certain areas of the building.	Vincent's Steakhouse  Piccadilly Pub	Massachusetts	MA	-72.6286472	42.1455884	-72.6203675	42.1070383	2025/01/01
West Stockbridge	United States	Campers and counselors have reported seeing apparitions walking across the large field late at night. Also, when camping on the top of blueberry hill, campers and counselors have reported seeing the same apparitions atop at the clearing.	Camp Kingsmont/Blueberry Hill	Massachusetts	MA	-73.41868529999999	42.296577	-73.3677582	42.3338097	2025/01/01
West Yarmouth	United States	"On the basement floor of the main office is where the old pub used to be. Not many people go down there, but people have seen the toilets all of a sudden start to overflow, and mysterious toys, usually a clown, sitting on top of the toilet. Most say that the clown ""looks right at you"" even though it is only a toy."	The Irish Village	Massachusetts	MA	-70.2153098	41.6522022	-70.2411312	41.6501114	2025/01/01
Westfield	United States	Something haunts the back hill of this cemetery. During the day visitors have reported a mans voice in the woods, and the feeling of being watched. At night, the watchful feeling changes to one of absolute unreasonable terror. Even going on the public street that runs right beside the hill will cause this...even some people who live on that street have complained of feeling uneasy, as if something is watching out for that portion of the cemetery and will not tolerate ANYONE trespassing. A few reports of rocks being thrown at cars passing that area have also surfaced, but are rare.	Pine Hill Cemetery	Massachusetts	MA	-72.7643143	42.1209602	-72.749538	42.1250929	2025/01/01
Westfield	United States	Davis Hall - There was said that a kid hung himself over Easter break a few years back. He didn't go home for break, and his parents found out by calling the RA's on duty to see what was going on and where he was. Since then, weird sitting of this boy have been seen in all sorts of rooms throughout the dorm. In the room where he hung himself, his closet was painted black (since then it has been repainted). He generally comes at nighttime, and opens and closes closet doors, and the atmosphere in the room changes drastically. - January 2007 Update: Room F12 it was repainted. Since then there has been no reported activity.	Westfield State College	Massachusetts	MA	-72.7941529	42.1318254	-72.749538	42.1250929	2007/01/01
Westford	United States	"A grey ghost nicknamed ""Jenny"" haunts the building, which used to be a high school. Janitors and employees have occasionally seen it. No one really knows who it is. As a result, the local school's mascot is the ""Grey Ghosts"""	Roudenbush Community Center	Massachusetts	MA	-71.432279	42.5602103	-71.4378411	42.5792583	2025/01/01
Westminster	United States	There has been reports of people walking in the sandpit late at night all alone with motorcycle helmets on. It has also been said that they moan when someone calls to them. Then they disappear	Bourgeois Terrace	Massachusetts	MA	-71.9632716	42.5324555	-71.91063079999999	42.5459227	2025/01/01
Westport	United States	At the time slavery was declared illegal in Massachusetts a sea captain chose to drown his slaves in a cistern in the cellar rather than set them free. Since then paranormal occurrences have been witnessed at this house by many people.	Cornell Road	Massachusetts	MA	-71.1082685	41.5519185	-71.0735476	41.5700183	0100/02/24
Westport	United States	Located on the far edge of the Westport town reservoir. This old stone building supplied ice to the local area until it burned down due to suspected arson. Rumor has it that there were child laborers inside during the fire but this has not been confirmed, Visitors to the site claim to have been chased off the site by unknown presences. There have also been sightings of large dogs on the property after sunset, but not a trace has been found of them during the daylight hours.	Ice House	Massachusetts	MA	-70.8918623	41.6445549	-71.0735476	41.5700183	2025/01/01
Weston	United States	"College Hall - 4th Floor - people have heard the clanking sounds of beads, from the former sisters who still haunt there. Some witnessed seeing a lady late at night wearing the full habit, nodding and then disappearing. The elevator is supposedly where a girl committed suicide, late at night people complain of a creepy, cold feeling and of a feeling of intense pain and fear. One girl walked off the elevator crying, ""Sorry, Sorry!"""	Regis College	Massachusetts	MA	-71.3076196	42.3502721	-71.3031132	42.3667625	2025/02/04
Weston	United States	College Hall - 2nd Floor - In The Grand Foyer there have been sightings of a man, thought to be an old piano teacher. When walking by Joseph Hall people have seen a man out of the corner of their eye. Also, the doors to the porch open and close on their own. The doors were opening and closing, with no wind blowing. If you ask politely for the opening and closing to stop the door will slowly close on it's own completely and not open again.	Regis College	Massachusetts	MA	-71.3076196	42.3502721	-71.3031132	42.3667625	2025/02/02
Orange County	United States	There is said to be a woman in white roaming the cemetery. She usually rests in one place. People have witnessed a candle burning at all hours of the night, even when the wind picks up. The candle flame appears to change color and shape, not actually flickering, but changing shapes. It will go from being a complete circle, to a half circle with a defined edge to being tear shaped. This light is in the same place every time.	Holy Sepulcher Cemetery	California	CA	-117.7689903	33.8040409	-117.8311428	33.7174708	2025/01/01
Orange County	United States	"There is a ghost of a male in his late teens early 20's who died a tragic death in the late 1940's next to these tracks. This spirit seems to be very hostile. Reported by people walking by the tracks that have no knowledge of the ""legend"" and hear distinct whispering (one such incident, the entity whispered ""I see you"") as well as feeling strange rushes of air, as if someone is running past them. Cold spots , the feeling of not being welcomed are also felt. Those that have seen this entity describe it as a male, between the ages of 18-22, that is dressed in garments from the late 40's/early 50's. The spirit seems very territorial, and resides in a small area between/in a small gap in between 2 buildings and a moveable dumpster about 20"" to the right of the gap. ""He"" (by those that have seen him) generally appears to be a full-body apparition and stays stationary until ""his space"" is disturbed. He tends to show is dislike by slamming the lid of the dumpster. 1 witness reports, ""It was completely `pen (folded along the back of the dumpster). As we all turned our backs to the dumpster, the lid slammed closed with incredible force. There was absolutely no wind and no one in the area besides us. Whoever this spirit is, he does not take kindly to strangers."""	LaVeta Train tracks	California	CA			-117.8311428	33.7174708	1940/01/01
Orange County	United States	In Las Flores there has been some witch craft going on and it has been terrible. People or ghosts have been tearing down street lights, lamp poses, etc. It has to be haunted if its not than who is doing all this stuff.	Las Flores	California	CA	-117.6267159	33.5880791	-117.8311428	33.7174708	0219/06/24
Orange County	United States	There are several ghosts and ghost stories. The one that sticks out is the one about (the ghost in the closet) People have rented this room and opened a closet door only to find a mans body hanging by the neck. This is a man who committed suicide more than 50 years ago .	Olive Hotel	California	CA	-117.9257189	33.6943229	-117.8311428	33.7174708	2050/02/24
Orange County	United States	Teens at Orange High School claims that a young girl(age 15-18 yrs) from about 20 to 30 years ago committed suicide, in the girls bathroom in the Theatre. Sometimes the lights in the theatre turns on and off. When you are by yourself in the theatre you can feel the air get thick and a strong feel of coldness of wind come toward you. The bathroom door to the girls bathroom, starts closing slow but then the door slams hard.	Orange High School	California	CA	-117.8483638	33.7963832	-117.8311428	33.7174708	2025/01/01
Oxnard	United States	Lamps would be on after the residents had turned them off in the morning, reports of a glass slowly edged its way into the sink and shattered as if someone pushed it. Often times while there alone the scent of lavender would waft passed our noses for 2 seconds. It is a rumor that the place is built a top a cemetery that was moved down the street; only the bodies are rumored to still be in the ground.	Los Arbolitos Apartments	California	CA	-119.179603	34.226913	-119.1770516	34.1975048	2025/02/24
Oxnard	United States	In the dressing rooms of the theater the doors will not stay closed (over night) and the lights will not stay off so they don't bother turning them off anymore. Some have reported feeling coldness there and talking in the green room.	Performing Arts Center	California	CA	-119.1881218	34.1935401	-119.1770516	34.1975048	2025/01/01
Oxnard	United States	Passing Central Avenue - This road is said to be haunted by a female who was killed in a car accident. Many years ago a drunk driver hit and killed a female as she was walking down the road, dragged her body with his car hood and hit a tree, cutting her in half. It is said she asks for rides and as soon as you past her up she's in your back seat.	Rose Ave	California	CA	-119.1527354	34.2377794	-119.1770516	34.1975048	2025/01/01
Oxnard	United States	Wal-Mart - the toy department of Wal-Mart is haunted by the ghost of a 7- 9 year old Mexican American girl, wearing a blue dress, with two pig tail braids, some say she looks to have been from the fifties or late sixties. Workers at night have heard and seen balls bouncing around by themselves, or cold spats. The girl herself has been seen by a number of people who say sometimes she is seen in a full apparition form (solid) or at times misty with half body visible. The ghost is playful often giggling, and smiling to workers who close up at night and come across her. Before Wal-Mart was erected it was all field and from elders around town the little girl may have been the victim of an accident since at night it was fairly treacherous to pass because it was pitch black and a number of people have been killed in accidents or, victims of random homicides. the whole complex where Wal-Mart is located (the rose shopping center) may in fact be haunted because of all that has happened over the years.	Rose Shopping Center	California	CA	-119.1615137	34.22110250000001	-119.1770516	34.1975048	2025/07/09
Oxnard	United States	Santa H was established in 1901. there have been many reports of numerous hauntings. nuns used to live on the premises and there have been a number a reports of people seeing a hooded figure in the hallways floating. there have also been voices and chanting coming from the old chapel that is no longer used. the most popular ghost at Santa Clara is named Joey. Joey was a student at the school in the early 50s, when he was killed in a car accident on his way to a basketball game. there have been several reports from teachers and students of hearing a basketball in the gym late at night and locker doors slamming after the room has been locked up.	Santa Clara High School	California	CA	-119.178386	34.178567	-119.1770516	34.1975048	1950/02/01
Pacifica	United States	Update: Now Closed down - When the place is empty you can hear font steps, things get moved around. Workers report being chased out by something.	Eaview twin theaters	California	CA	-118.1138165	33.7597717	-122.4869194	37.6138253	2025/01/01
Pacoima	United States	girls locker room - Witnesses report cold spots, also feel a presence around you of a little girl that runs around the locker room when you're alone. Others have reported an Aztec Indian in full dress at the school.	Charles Maclay middle school	California	CA	-118.4065119	34.2715979	-118.4104684	34.2767691	2025/01/01
Palmdale	United States	The train tracks behind Joshua Tree Elementary School. A black figure has been seen.	Behind Joshua Elementary School	California	CA	-118.0750804	34.5524735	-118.1164613	34.5794343	2025/01/01
Palmdale	United States	Sierra Highway and Ave S - Ghost of a fisherman has been reported to lash out, slurring viciously, ordering them to leave, also tales of black figures climbing into the trees and vanishing.	Lake Una	California	CA	-118.1109877	34.550057	-118.1164613	34.5794343	2025/01/01
Palo Alto	United States	At night in a garden there is figure of a young girl sitting on a bench. The bench was dedicated to her when she died. If you sit on the bench around midnight it is said that you can hear crying and soft whispering in your ear, also feelings of being watched but there is no one there. The girl was killed on a nearby train track when her bike got stuck in the tracks. At night in the bike racks you can see a blue cruiser bike that is totally wrecked and then it disappears.	JLS middle School	California	CA	-122.1185532	37.42115829999999	-122.1430195	37.4418834	2025/01/01
Palos Verdes	United States	Formerly listed as Glass Chapel - The site where Marilyn Monroe & Joe DiMaggio where married. The only strange thing about this place is problems with cell phones. Cell Phones signals are hard to receive in this area.	Wayfarer's Chapel	California	CA	-118.3774217	33.7436775	-118.3870173	33.7444613	2025/01/01
Palos Verdes	United States	It was something to do with a lady and her baby. Possibly, they used to be the keepers of the lighthouse. Rumor is she killed her baby then committed suicide. People say that if you go there at night you can either see her or hear a woman screaming.	Light House	California	CA	-118.4099042	33.7422359	-118.3870173	33.7444613	2025/01/01
Palos Verdes	United States	Wayfarers Chapel - The Wayfarers' Chapel was designed by Frank Lloyd Wright Jr. and overlooks the cliffs and ocean. The garden behind the church has had much activity including indistinct wispy fog shapes at night. A giant white owl that appears and then disappears. Voices that call people by name. An old Indian man that appears off in the distance weeding or tending the plants who vanishes when approached. Behind the church, up in the hills, is rumored to be a small cemetery that might be the source for some hauntings.	Rancho Palos Verdes	California	CA	-118.3870173	33.7444613	-118.3870173	33.7444613	2025/01/01
Palos Verdes	United States	(3 miles S. of Redondo Beach.) Apparitions of dead skin divers, odd traveling lights, voices.	Rocky Point	California	CA	-118.4261788	33.7751625	-118.3870173	33.7444613	0100/02/24
Palos Verdes	United States	the wealthy Vanderlip family lived in a mansion in PV, one day the wife went crazy and chopped up her family and buried them in the walls of the house. She also killed her two dogs and then hung herself from a wooden beam in the living room ceiling. The dogs reportedly haunt the yard and scare away trespassers. The woman and her family still haunt the house itself. Sightings of glowing dogs have been reported and members of the murdered family have been seen in the windows of the abandon house. Sometimes at night you can hear the children crying for help.	Vanderlip Mansion	California	CA	-118.3918261	33.7404928	-118.3870173	33.7444613	1902/02/24
Panorama City	United States	when alone in the office you hear people talking in the lobby after closing hours. Some employees have said when alone they feel someone behind them and when they turn around, there is no one there, also in exam rooms you hear a little boy laughing and caresses your hair.	Optometry	California	CA	-118.4477569	34.2249999	-118.442425	34.227617	2025/01/01
Panorama City	United States	There is a cold spot in the lobby by the cashier. In the restroom you can here a little boy crying.	Rose's Beauty Salon	California	CA	-118.4665967	34.2217719	-118.442425	34.227617	2025/01/01
Pomona	United States	When it is in the night you could hear the wind and you suddenly feel like someone is watching and its a shape of a girl with red eyes.	Ganesha High	California	CA	-117.79038	34.06901	-117.7499909	34.055103	2025/01/01
Parker Dam	United States	Workers there today report hearing whistling and keys jingling when there is no one else around.	Intake Pump Plant, Metropolitan Water District	California	CA	-114.1577694	34.3162124	-114.1430071	34.287246	2025/01/01
Pasadena	United States	Off of Green St. Located right under suicide bridge. people have reported hearing voices, seeing orbs, and feelings of anger and feel very unwelcome. Doors have been reported to move on their own. Woman rumored to have killed herself unable to handle the voices after being at the asylum.	abandoned asylum	California	CA	-118.152018	34.1338745	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	Old Hotel - On Lake St. where it ends near the mountains of Angeles Crest, there use to be a old hotel on the mountain, people have numerous things around the old ruins and around Echo mountain in Angeles Crest, where the hotel use to be.	Angeles Crest	California	CA	-118.1898852	34.2382916	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	A murder has occurred there, if you look carefully you can see a woman and her husband either dancing or fighting. Also at the front yard a girl has been seen about the age of 2 or 3 running around with a doll in her hand.	the bridge of Fair Oaks Exit	California	CA	-118.150457	34.1298026	-118.1445155	34.1477849	2025/02/02
Pasadena	United States	There have been door knobs that turned when no one was in the hall, shadows passing under the doors, footsteps heard, faucets turned on in some apartments, heavy perfume smells, chains rattling. Some apartments are more haunted than others.	The Castle Green	California	CA	-118.1490803	34.1439444	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	It is said that a ghost woman has been seen on the very top floor of this hotel in an all white night gown.	Green Street Hotel	California	CA	-118.1495691	34.1443942	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	Strange noises, and people following you can be heard there is a haunted house on the hills to and a mental hospital	haunted forest	California	CA	-118.1274515	34.2058442	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	nestled in the hills overlooking the Colorado bridge ( suicide bridge ) a old run down mansion zigzagged with caution tape and broken and boarded up windows reveals a lurky layer of ghost / ghost of wild animals and even voices	The haunted mansion	California	CA	-118.1490803	34.1439444	-118.1445155	34.1477849	0100/02/24
Weston	United States	Walters Hall - horrible feelings of fear and dread have been reported.	Regis College	Massachusetts	MA	-71.3076196	42.3502721	-71.3031132	42.3667625	2025/01/01
Weymouth	United States	A man in black can sometimes be seen floating up and down the street late at night. He fades away when you start to stare.	Rindge Street	Massachusetts	MA	-70.945135	42.224845	-70.94103559999999	42.2180724	2025/01/01
Whitman	United States	In the early 1900's every Halloween for 5yrs straight the girl scouts had a Halloween party sleepover in first cabin from where the trail begins, with the same supervisor.. on the 5th yr the girls went into the woods to have their Halloween sleepover and the next morning none of them came out when their parents went to pick them up! Ever since then, on Halloween there has been sightings of these 5 little girls in that same cabin. People have reported seeing the 5 little girls with their pajamas on dancing around while holding hands in a circle.. others have reported seeing green smoke coming from under the cabin door, and after opening it seeing the supervisor rocking back and forth staring at the girls with a smile on her face and a bloody knife in her right hand.. nobody knows why the little girls and supervisor never came out of the woods that day.	Brooks Plymouth Street Trail leading into the woods	Massachusetts	MA			-70.935599	42.0806564	1900/01/01
Wilbraham	United States	This 170 year old home is located on a lonely, unlit country road. It’s haunted by several ghost, including a farmer, young boy and two females. Many visitors have experienced ghostly encounters here.	The Bishop House	Massachusetts	MA			-72.431586	42.1237206	0170/02/24
Winchendon	United States	"Old Cemetery within - It is said that if you drive your car into the old cemetery and shine your back lights on a certain tree that you can see ""Willy"", a ghost, hanging from a long branch. He is said to be a very angry ghost."	Lake Dennison Camp Grounds	Massachusetts	MA	-72.083604	42.6394506	-72.0439529	42.6871009	2025/01/01
Winchester	United States	About 50 years ago there were some teens out at the park hanging out. Obviously there was a murderer passing by and stopped to kill one of the teens. Now if you go on a certain night, you can hear screaming of the teen. There have been no sightings known.	Stone Wall Park	Massachusetts	MA	-71.184349	42.4987674	-71.1369959	42.452303	2050/02/24
Winthrop	United States	Reports of outlines of a person would be seen. Also sinks and showers would go on and off by themselves, doors would open and close, lock and unlock.	Former Deer Island Prison	Massachusetts	MA	-70.955258	42.346772	-70.98113339999999	42.3778173	2025/01/01
Winthrop	United States	Haunted by a ghost called Willie who died in a cannon accident.	Fort Banks	Massachusetts	MA	-70.980375	42.3854349	-70.98113339999999	42.3778173	2025/01/01
Woburn	United States	Two Native American ghosts seen traveling through old parts of Horn Pond. Haunting Horn Pond trying to keep people out of their land.	Horn Pond	Massachusetts	MA	-71.1582197	42.4702341	-71.1522765	42.4792618	2025/01/01
Woburn	United States	A horsefarm which closed down in the late 1990s due to chemicals and unsafe drinking water. The main building burnt down in the early 2000s, and the family house was recently demolished. The only things that remain are the big trailers, and the smaller house. There is a playground in the field that's terribly overgrown. Many report sightings of a white figure roaming on either sides of the dirt road leading to the farm. Strange noises are heard, as well as sightings of an abandoned ice cream truck in the woods.	Winning Farm	Massachusetts	MA	-71.12477799999999	42.506723	-71.1522765	42.4792618	2025/01/01
Woburn	United States	Reports of cries for help in the bathroom in the old building of a kid who died in the that room. People reported that they see his ghost and hear him moaning. - November 2003 update/correction: It was a girl that committed suicide in the downstairs bathroom in 7 building. It's rumored that there are still bloodstains on the walls that maintenance couldn't get out. So it’s permanently locked. Supposedly people still hear her in there.	Woburn High School	Massachusetts	MA	-71.14410889999999	42.4838387	-71.1522765	42.4792618	2003/11/01
Worcester	United States	NO TRESSPASSING -  A very dangerous cemetery. There is a spider looking design on the gate to the cemetery, hence the name, Spider Gates Cemetery. It is said that sightings of wandering ghosts the sensations of someone brushing against them have been reported. Fainting often occurs as the images and sensations become too strong to bear. It is said that some have died from massive heart attacks when they were over come with fear.  Update - There are warning signs the further you get in, no one is permitted in since September 11th.	Spider Gates Cemetery	Massachusetts	MA	-71.8959903	42.2633796	-71.8022934	42.2625932	2025/09/11
Worcester	United States	Has blood stains on the walls and now remains all boarded up. People have supposedly heard the screams of the patients who died there. - February 2007 Update: Worcester State is heavily patrolled by Worcester Police. Always get permission.	The Old Worcester State Hospital	Massachusetts	MA	-71.77212999999999	42.27791	-71.8022934	42.2625932	2007/02/01
Yarmouth	United States	"Reports of sounds of doors slamming within indoor pool area when all doors are locked tight, items moved or placed in reception area within a matter of seconds, no known origins to these events, appearing to be a rather playful spirit, most likely a young little girl (left a baby hairclip on the counter as if to give clue to ""what it is"") several night-time employees get unnerved catching strange vibes, one house-keeper spotted an image of a small dog in hallway which then seemingly disappeared before her eyes."	Yarmouth Resort (formerly Flagship Inn)	Massachusetts	MA	-70.2485275	41.6515985	-70.2286681	41.7056291	2025/01/01
Pasadena	United States	Around midnight a lady wearing a white wedding dress was seen walking towards visitors in the parking lot then disappears.	Rose Bowl parking lot	California	CA	-118.1676462	34.1613284	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	Heard galloping horses; seen spirit coyotes surrounding a particular figure with some sort of head dress; and apparitions.	The Colorado St. and Scoville Bridges	California	CA	-118.1645887	34.144553	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	Was once a College of the Performing Arts, and it has been reputedly haunted by the benevolent spirit of its founder, Gilmore Brown. Long after his death, and when the college was still operating; the elevator in the classroom tower building would often stop without command on the floor where Mr. Brown's office was located. Many actors and technicians have felt a spirit watching the proceedings and one evening.	The Historic State Landmark Theater	California	CA	-118.1609434	34.1516331	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	"Once a school of theater arts and now a state historic landmark theater, is said to be haunted by the spirit of its founder, Gilmore Brown. The elevator mysteriously stopped and started, and often stopped for no reason on the floor of Mr. Brown's offices. Hear a distinct male voice saying ""hello,"" but there is no one in the room."	The Pasadena Playhouse	California	CA	-118.137375	34.145114	-118.1445155	34.1477849	2025/01/01
Pasadena	United States	Two guest were staying in a room sleeping. In the middle of the night, the women felt someone grab her leg from the end of the bed.	The Ritz Carlton	California	CA	-118.1333362	34.1203068	-118.1445155	34.1477849	2025/01/01
Paso Robles	United States	Adelaide cemetery - it's been said that a young woman walks the cemetery looking for her children. All of them died after first settling in the area. Her husband then died later. Supposedly every Friday night around midnight a glowing figure walks the cemetery crying out for her child, and after about 15 minutes vanishes into the darkness.	Adelaide	California	CA	-120.6869026	35.6422375	-120.6545022	35.6368759	2025/02/28
Paso Robles	United States	There's an old Indian cemetery out near the airport. At night, every night, lights can be seen and voices heard in the natives' tongue.	Indian Burial Ground	California	CA			-120.6545022	35.6368759	2025/01/01
Paso Robles	United States	The original Paso Robles Inn caught on fire many years ago, the date is unknown to me. Because there was no 911 then, one male resident stayed behind. From a telephone inside the Inn, he dialed every room to make sure everyone got out. He ended up dying from a heart attack while still warning other customers. The new Inn was built using some of the original bricks. It is said that that in one room, a ghost calls 9-1-1. It was thought of as a prank at first but when the calls were traced, there were all traced back to this one room. No one had checked into the room and it was locked. It is believed that the resident is still tying to save others from the fire, not knowing that everyone got out except him.	Paso Robles Inn	California	CA	-120.69206	35.6255535	-120.6545022	35.6368759	0911/02/24
Paramount	United States	it is said that in the school auditorium lights flicker on and off and screams of a girl are heard. and a deep laughter is heard. a flute has also been heard when no one is actually there. in the hallways connecting to the from the auditorium to the music room there are shadows seen of a young girl and a flute is always misplaced.	Paramount West Campus High School	California	CA	-118.1595814	33.8997007	-118.1597911	33.8894598	2025/01/01
Paramount	United States	You can hear a girl screaming for help. That occurs like around midnight. Some people have witnessed the murder of the girl repeat itself time after time. You can see the girl being thrown inside the shower after her bloody murder..	Paramount High School	California	CA	-118.153868	33.90219	-118.1597911	33.8894598	2025/01/01
Petaluma	United States	this used to be a movie theater and was burned down mysteriously and then it was built as an opera house and it burned down with people in it but, it was yet again a mystery on how it burned down, for more info on it go to the phoenix theater history. Anyway today this place is a hangout for kids and bands play here, but people see weird things up in the balcony you see out of the corner of your eye a white figure or a really dark shadow, in the bathrooms you hear things in the bathroom, the balcony is locked so no one can go in there unless a big show. the basement it the worst, if you ask the owner about it he will tell you about the place and if you know the band AFI they have witnessed stuff to, so if you want to check it out go for it! it's an awesome place to get scared in.	the phoenix theater	California	CA	-122.6430667	38.2348794	-122.6366524	38.232417	2025/01/01
Pico Rivera	United States	The Little Theater (aka the Drama Room) is supposedly haunted by a former teacher named Mr. Letty. His wake was held (with a portrait rather than his actual body in casket) in the school, but his spirit never seemed to have left the room. Costumes have been known to have mysteriously come off their racks and scattered on the floor. Doors are unlocked and opened on their own. Lights begin to dim and turn on & off by themselves. Mysterious noises are heard late at night. One student saw the apparition's face peek through a curtain in the Little Theater's office during drama class. And one teacher even claimed that when he once tried to sit in one of the theater seats, it was very, very hot.	El Rancho High School (Drama room)	California	CA	-118.0873498	33.9840476	-118.096735	33.9830688	2025/01/01
Pico Rivera	United States	Reports of musket fire and screaming.	Rio Hondo Riverbed	California	CA	-118.0925158	34.0112966	-118.096735	33.9830688	2025/01/01
Pico Rivera	United States	In room 9, reports of an apparition of a boy doing school work, believed to be a boy that died in a horrible car accident.	St. Hillary School	California	CA	-118.0847504	33.9944382	-118.096735	33.9830688	2025/02/09
Pittsburg	United States	"Reports of 3 spirits here. A young girl with long blond hair, a woman with long brown hair, and a male guessed to be about 5'10"". Also heard, a faint/deep voice when he is around. Lights on in the middle of the night, the alarm can seldom be set)reset at night, doors open/close, noises are frequently heard (voices, footsteps, doors, other movement), things get moved/fall over, and the local P.D. will not enter the building."	Old Riverside Elementary (unused site)	California	CA			-121.8846806	38.0279762	1890/02/24
Pittsburg	United States	A man student was shot 18 times in the head you can here him running and screaming for his life and gun shot firing.	Pittsburg High School	California	CA	-121.8840108	38.0192148	-121.8846806	38.0279762	2025/01/01
Pittsburg	United States	apparently a young girl hung herself in the dark room. when your are in the dark room you get feel a presence and get cold chills up your neck and back.	Pittsburg high ( photo room)	California	CA	-121.8840108	38.0192148	-121.8846806	38.0279762	2025/01/01
Placentia	United States	in the park the girls bathroom is haunted by a girl who was raped here and the killer has never been found still on this day every afternoon the girls bathroom will be doing strange things like lights turning off and on when no one is around and screaming.	Crook Park	California	CA	-117.8540373	33.90254669999999	-117.8627548	33.8710729	2025/01/01
Placentia	United States	It has been heard by the late night joggers that footsteps have been seen in the pond water and an old lady's voice screaming for her lost children.	Tri-City Park	California	CA	-117.8651883	33.903739	-117.8627548	33.8710729	2025/01/01
Placer	United States	Indian Burial Grounds - Near the Camp Far West Lake Recreational Area lies an Indian Burial Grounds which now lies within the boundary lines of private property because of the ever encroachment of people to the area. As with most Indian Burial Grounds the sinister power is quite strong after several generations. The recent generation has faired much better than those previous whose family members appeared to all go mad, become plagued with unexplained deaths, murders and suicides, and grave numerous grave misfortunes. This generation has the strength to withstand the drawing sinister energy by not venturing into it's realm - So far (Know what you're really dealing with before you play with something you cannot put back!)	Camp Far West Lake	California	CA	-121.3098389	39.0522278	-120.8039474	39.0915751	2025/01/01
Placerville	United States	the Cary House Hotel is one of Placervilles most haunted sites where visitors often come to investigate the supernatural. Room 212 is said to be the most haunted.	Cary House Hotel	California	CA	-120.8025664	38.7281519	-120.798546	38.7296252	0212/02/24
Placerville	United States	The ghost of a bearded man wearing a top hat has been spotted on the mezzanine of this old landmark. Employees summoned police several times over the last 15 years in attempts to rid the bldg of his presence. They say he resembles descriptions of the towns official hangman seen in old pictures taken nearly 150 years ago when the town was know as Hangtown. Most of the hangings took place on the property where the Chamber of Commerce Bldg is now located. 542 Main Street.	Chamber of Commerce Bldg.	California	CA	-120.7982111	38.7292309	-120.798546	38.7296252	0100/02/24
Placerville	United States	formerly posted as Empire Theater - May 2004 Update -The theater has since closed down.  There have been reports of ghosts walking up and down the isles, and in the bathroom, & cold spots.	Empire Antiques	California	CA	-120.8009393	38.7289806	-120.798546	38.7296252	2004/05/01
Placerville	United States	The ghost of claim jumpers and outlaws, many sentenced to hang from an old oak tree here are said to harass patrons and employees of this small restaurant. Several drivers have reported seeing the apparitions while passing by in their automobiles. 305 Main Street	Hangman's Tree Cafe	California	CA	-120.8025055	38.7284055	-120.798546	38.7296252	0305/02/24
Placerville	United States	Coffee Shop/Saloon is located near the end of Main Street. The owner can't seem to let go. There is an unfinished mine, where supplies were kept and in the summer heat served as a morgue before refrigeration. He likes to turn on the bathroom taps and open and close doors. He also likes to hang out at the upstairs bar. Has ever called the new owner on cellular phone. No one was on the line, but the caller ID kept reading the phone number to the Soda Works. And if she wasn't there then who was making that call.	The Soda Works	California	CA	-120.7966332	38.7287942	-120.798546	38.7296252	2025/01/01
Pleasanton	United States	This building was constructed in the 1800's. A woman dressed in blue is reported walking around on the second floor of the building and the owner and his family claimed to have seen her too. She has written “Boo!Boo!” on the inside of the restroom mirror, every time it is replaced. A girl went into the basement to get boxes and was violently shoved from behind her when she turned around there was no one there. After hours when counting money, things have been moved, sodas move to opposite sides of the table. The license plates the line the ceiling move random ones not all of them just one or two. Strange things happen when the lights go out.	Gay 90's Pizza	California	CA	-121.876703	37.658414	-121.8746789	37.6624312	1800/01/01
Pleasanton	United States	Most of the haunting happen in the bar area of this restaurant. The vintage light fixtures will go dim and then swing back and forth for a short period of time, then stop as abruptly as it started. A strong cold spot on the north edge of the dance floor. Most spooky however is when in the ladies room in a stall, a knocking will happen on the door when no one has entered. Also, in the mirror a gentleman with a decorated festive hat will be looking at you. When you turn to see if he is behind you he is gone. Employees have similar stories. The hotel has closed up tunnels under it that at one time connected to the local police department. The hotel was at one time a very active brothel.	Pleasanton Hotel	California	CA	-121.8748136	37.663977	-121.8746789	37.6624312	2025/01/01
